video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
DbiCwYhZnGo,UCXIJgqnII2ZOINSWNOGFThA,tucker carlson tonight tries new rapid coronavirus test on air,Fox News,News & Politics,none,359521,8333,0,1726,2020-04-14T01:35:00Z,"tucker carlson coronavirus,smokers and coronavirus,tucker carlson marc siegel,abbott testing,rapid coronavirus testing,coronavirus testing,tucker carlson tonight coronavirus test,tucker carlson tonight rapid test,marc siegel,dr. marc seigel,marc siegel coronavirus tests,coronavirus outbreak,coronavirus update,abbott coronavirus testing,fnc,fox news,fox news channel,fox news media,fox news network,tucker,tucker carlson,tucker carlson tonight,tucker reacts",PT6M15S,hd,True,https://i.ytimg.com/vi/DbiCwYhZnGo/default.jpg,https://www.youtube.com/watch?v=DbiCwYhZnGo
qLy8ISicMDI,UCXIJgqnII2ZOINSWNOGFThA,navy captain fired for flagging coronavirus outbreak on ship,Fox News,News & Politics,none,591842,5873,0,5194,2020-04-03T15:39:26Z,"Fox News Channel,Fox News,News,politics,breaking news,coronavirus,coronavirus cases,navy,us navy,military,us military,military coronavirus,navy captain,jennifer griffin,covid-19,covid 19,navy coronavirus,navy ship coronavirus,military coronavirus cases,us armed forces,coronavirus news,latest coronavirus,coronavirus updates,USS Theodore Roosevelt,thomas modly,pentagon,coronavirus outbreak,covid-19 updates,coronavirus latest news",PT2M38S,hd,True,https://i.ytimg.com/vi/qLy8ISicMDI/default.jpg,https://www.youtube.com/watch?v=qLy8ISicMDI
ob5_NvJz1io,UCXIJgqnII2ZOINSWNOGFThA,trump to declare national emergency amid coronavirus pandemic,Fox News,News & Politics,none,796536,7101,0,3538,2020-03-13T16:21:58Z,"Trump,President Trump,Donald Trump,Potus,President,White House,White House news,Trump news,us news,breaking news,donald trump,coronavirus update,fox news,fox news channel,coronavirus news,trump coronavirus,corona virus,trump on coronavirus,president trump coronavirus,trump coronavirus speech,covid-19 containment,coronavirus latest news,white house today,john roberts,harris faulkner,fox,news,outnumbered,trump news,trump today",PT3M19S,hd,True,https://i.ytimg.com/vi/ob5_NvJz1io/default.jpg,https://www.youtube.com/watch?v=ob5_NvJz1io
bf4WRdPnf4I,UCXIJgqnII2ZOINSWNOGFThA,gym owners reflect on coronavirus pandemic one year later,Fox News,News & Politics,none,9148,286,0,153,2021-03-16T11:15:03Z,"coronavirus,coronavirus pandemic,COVID-19,small businesses,small business,gym,business owners,US,United States,business,fox news channel,fox news,FNC,fox and friends first",PT5M18S,hd,True,https://i.ytimg.com/vi/bf4WRdPnf4I/default.jpg,https://www.youtube.com/watch?v=bf4WRdPnf4I
EE1iX5HKELA,UCXIJgqnII2ZOINSWNOGFThA,nunes on chinas efforts to shift the narrative on coronavirus pandemic,Fox News,News & Politics,none,280236,3227,0,1922,2020-03-19T03:51:18Z,"politics,fox news @ night,Fox News Channel,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,white house",PT7M35S,hd,True,https://i.ytimg.com/vi/EE1iX5HKELA/default.jpg,https://www.youtube.com/watch?v=EE1iX5HKELA
0pkwjVhq230,UCXIJgqnII2ZOINSWNOGFThA,coronavirus pandemic questions answered  part ,Fox News,News & Politics,none,44986,417,0,125,2020-03-16T18:18:47Z,"Fox News Channel,Fox News,News,FNC,harris faulkner,harris faulkner fox news,diamond princess,cruise ship,diamond princess passenger,diamond princess cruise ship,coronavirus,corona virus,us coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus in the us,trump,trump coronavirus,trump coronavirus task force,coronavirus task force,coronavirus response,us coronavirus response,coronavirus news,coronavirus updates,pandemic",PT4M11S,hd,True,https://i.ytimg.com/vi/0pkwjVhq230/default.jpg,https://www.youtube.com/watch?v=0pkwjVhq230
vX2KxYmJfjE,UCXIJgqnII2ZOINSWNOGFThA,trump coronavirus task force hold white house press briefing  ,Fox News,News & Politics,none,808728,7979,0,1372,2020-04-21T23:10:35Z,"Fox News Channel,News,Fox News,President Trump,Coronavirus,COVID-19,Coronavirus Task Force,Live updates,Coronavirus news,white house,live stream,trump briefing,coronavirus pandemic,live video,president trump,task force,trump coronavirus briefing,covid-19 news,coronavirus latest news,trump live,trump coronavirus task force,trump live remarks,fox news channel,coronavirus response,covid-19 updates,trump fox news live,coronavirus updates",PT1H9M39S,hd,False,https://i.ytimg.com/vi/vX2KxYmJfjE/default.jpg,https://www.youtube.com/watch?v=vX2KxYmJfjE
fVpbMvz2auY,UCXIJgqnII2ZOINSWNOGFThA,trump delivers message to americas children during coronavirus pandemic,Fox News,News & Politics,none,217871,3278,0,1362,2020-03-27T23:13:52Z,"school,children,coronavirus school closures,trump,president trump,the press,press briefing,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus task force,coronavirus updates,coronavirus white house press conference live,covid-19,covid-19 pandemic,outbreak,pandemic,trump coronavirus,trump coronavirus task force,fnc,fox news,fox news channel,fox news media,fox news network,education coronavirus",PT2M45S,hd,True,https://i.ytimg.com/vi/fVpbMvz2auY/default.jpg,https://www.youtube.com/watch?v=fVpbMvz2auY
J0Kavkyn46U,UCXIJgqnII2ZOINSWNOGFThA,dr fauci testifies before senate on coronavirus response,Fox News,News & Politics,none,456957,3091,0,1916,2020-05-12T18:40:27Z,"fnc,fox news,fox news channel,fox news media,fox news network,Fox News live,Fox News senate testimony,Fox News Fauci live,Dr. Fauci,Anthony Fauci,Dr. Anthony Fauci,Fox News live fauci senate,Dr. Fauci testify,senate coronavirus hearing,coronavirus,pandemic,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus updates,covid-19,fauci senate,fauci senate hearing,fauci testimony",PT3H32M41S,hd,False,https://i.ytimg.com/vi/J0Kavkyn46U/default.jpg,https://www.youtube.com/watch?v=J0Kavkyn46U
_HGTvjC0xrw,UCXIJgqnII2ZOINSWNOGFThA,nj lowers flags to halfstaff indefinitely to honor coronavirus deaths,Fox News,News & Politics,none,46567,635,0,582,2020-04-05T12:08:06Z,"politics,Fox News Channel,Fox News,FNC,news,Coronavirus,wuhan coronavirus,wuhan china,Coronavirus treatment,Coronavirus china,coronavirus bill,public health,public health crisis,covid 19,coronavirus cases,us health,global health,coronavirus pandemic,China,Chinese government,coronavirus quarantine,virus,viral disease,diseases,social distancing,white house,coronavirus relief bill,Jeff Van Drew",PT4M29S,hd,True,https://i.ytimg.com/vi/_HGTvjC0xrw/default.jpg,https://www.youtube.com/watch?v=_HGTvjC0xrw
Kx5I3fM6Rws,UCXIJgqnII2ZOINSWNOGFThA,how are businesses developing one year into coronavirus pandemic,Fox News,News & Politics,none,10375,256,0,115,2021-03-12T12:15:00Z,"fox news channel,FNC,coronavirus,coronavirus pandemic,pandemic,COVID-19,covid,businesses,small business,coronavirus lockdown,California,Florida,business owners,fox and friends first today,jillian mele",PT4M42S,hd,True,https://i.ytimg.com/vi/Kx5I3fM6Rws/default.jpg,https://www.youtube.com/watch?v=Kx5I3fM6Rws
dmpbWUt338I,UCXIJgqnII2ZOINSWNOGFThA,trump coronavirus task force hold white house press briefing,Fox News,News & Politics,none,1048970,11903,0,2601,2020-04-04T22:11:39Z,"Fox News Channel,FNC,Fox News,News,Latest News,Top stories,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus presser,coronavirus task force,coronavirus updates,coronavirus white house press conference live,covid-19,covid-19 pandemic,fox news coronavirus trump briefing live,fox news live,fox news white house briefing live,outbreak,pandemic,trump coronavirus,trump coronavirus task force,Fox News live coronavirus press briefing,fauci,birx",PT1H42M12S,hd,True,https://i.ytimg.com/vi/dmpbWUt338I/default.jpg,https://www.youtube.com/watch?v=dmpbWUt338I
IwpM0n8Hspg,UCXIJgqnII2ZOINSWNOGFThA,biden to discuss developing a coronavirus vaccine,Fox News,News & Politics,none,92748,646,0,3326,2020-09-16T20:26:27Z,"Fox News Channel,Fox News,News,FNC,live,live stream,livestream,fox news live,fox news live stream,fox live,fox live stream,biden,joe biden,biden 2020,joe biden 2020,biden campaign,harris,kamala harris,joe biden kamala harris,biden harris,biden harris 2020,biden kamala harris,election,2020 election,presidential election,election news",PT26M28S,hd,False,https://i.ytimg.com/vi/IwpM0n8Hspg/default.jpg,https://www.youtube.com/watch?v=IwpM0n8Hspg
hIu9BqQva3I,UCXIJgqnII2ZOINSWNOGFThA,tracking coronavirus cases heat map updates  ,Fox News,News & Politics,none,132869,621,0,115,2020-04-07T20:18:11Z,"Fox News Channel,FNC,Fox News,News,Latest News,Top stories,live stream,live,fox,fox business live,live video,live updates,fox live stream,coronavirus,corona virus,us coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus in the us,coronavirus response,coronavirus news,coronavirus updates,pandemic,covid,covid-19,covid 19,johns hopkins,Johns Hopkins Coronavirus Resource Center,tracking coronavirus,coronavirus latest cases",PT3H16M38S,hd,False,https://i.ytimg.com/vi/hIu9BqQva3I/default.jpg,https://www.youtube.com/watch?v=hIu9BqQva3I
8506miurvpQ,UCXIJgqnII2ZOINSWNOGFThA,nurses write to tucker sharing experiences facing coronavirus pandemic,Fox News,News & Politics,none,88420,1789,0,860,2020-03-28T01:08:09Z,"health,nurses,nurses coroanvirus,COVID-19 nurses,nurse letters,tucker carlson coronavirus,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus updates,covid-19,covid-19 pandemic,outbreak,pandemic,trump coronavirus,fnc,fox news,fox news channel,fox news media,fox news network,carlson,tucker,tucker carlson,tucker carlson tonight,tucker reacts,tucker tonight,nurses in nyc,nyc pandemic,coronavirus new york",PT2M39S,hd,True,https://i.ytimg.com/vi/8506miurvpQ/default.jpg,https://www.youtube.com/watch?v=8506miurvpQ
HnjvX8oLBdo,UCXIJgqnII2ZOINSWNOGFThA,gov dewine says ohio estimated to have over k cases of coronavirus,Fox News,News & Politics,none,405750,2542,0,2650,2020-03-13T14:24:09Z,"america's newsroom,health,corona,ohio,ohio coronavirus",PT5M18S,hd,True,https://i.ytimg.com/vi/HnjvX8oLBdo/default.jpg,https://www.youtube.com/watch?v=HnjvX8oLBdo
hIpCSt6NUJg,UCXIJgqnII2ZOINSWNOGFThA,ingraham what we still dont know about coronavirus pandemic,Fox News,News & Politics,none,289228,6386,0,1939,2020-03-18T03:40:19Z,"Fox News Channel,Fox News,News,opinion,the ingraham angle,ingraham angle,laura ingraham,ingraham,ingraham monologue,laura ingraham monologue,laura ingraham angle,ingraham the angle,china,china virus,wuhan,wuhan virus,coronavirus,fox news coronavirus,coronavirus pandemic,pandemic,covid-19,covid 19,coronavirus in the us,us coronavirus,coronavirus facts,covid-19 facts,coronavirus testing,coronavirus outbreak,corona virus,coronavirus response",PT8M9S,hd,True,https://i.ytimg.com/vi/hIpCSt6NUJg/default.jpg,https://www.youtube.com/watch?v=hIpCSt6NUJg
7voTUuVT5i4,UCXIJgqnII2ZOINSWNOGFThA,hong kong scientist claiming china covered up coronavirus data speaks out,Fox News,News & Politics,none,2864424,56344,0,13054,2020-07-13T20:20:40Z,"health,Fox News Exclusive,Bill Hemmer Reports,Bill Hemmer,Bill Hemmer Li-Meng,Li-Meng,Li-Meng Yan,Fox News Hong Kong Doctor,Hong Kong Doctor,Honk Kong Beijing,fnc,fox news,fox news channel,fox news media,fox news network,fox new beijing coronavirus,Hong Kong researcher,Fox News Hong Kong researcher,hong kong scientist,fox news beijing,hong kong protest,coronavirus,fox news coronavirus pandemic,pandemic,COVID-19,COVID-19 pandemic",PT5M43S,hd,True,https://i.ytimg.com/vi/7voTUuVT5i4/default.jpg,https://www.youtube.com/watch?v=7voTUuVT5i4
TSyJcWRLBZ8,UCXIJgqnII2ZOINSWNOGFThA,trump being criticized over coronavirus simply because hes trump ari fleischer,Fox News,News & Politics,none,239056,2636,0,2599,2020-03-10T19:48:40Z,"Fox News Channel,Fox News,News,outnumbered overtime,harris faulkner,harris fulkner outnumbered overtime,ari fleischer,ari fleischer fox news,fleischer,fleischer fox news,trump,donald trump,president trump,president donald trump,covid-19,coronavirus,trump coronavirus,trump coronavirus task force,coronavirus task force,trump administration,white house,coronavirus outbreak,covid-19 news,coronavirus prevention,covid-19 updates,covid-19 outbreak",PT2M34S,hd,True,https://i.ytimg.com/vi/TSyJcWRLBZ8/default.jpg,https://www.youtube.com/watch?v=TSyJcWRLBZ8
tBjYLo0xZzI,UCXIJgqnII2ZOINSWNOGFThA,when to expect your coronavirus stimulus check  fox news rundown podcast,Fox News,News & Politics,none,339555,4400,0,1389,2020-04-01T15:00:26Z,"Fox News Channel,Fox News,coronavirus,coronavirus outbreak,coronavirus pandemic,coronavirus updates,covid-19,covid-19 pandemic,trump coronavirus,trump coronavirus task force,coronavirus stimulus bill,donald trump,coronavirus relief bill,coronavirus stimulus package,stimulus package,coronavirus stimulus,coronavirus bill,president trump,white house,stimulus checks,fox news rundown podcast,who gets coronavirus stimulus money,coronavirus news,stimulus bill",PT27M,hd,False,https://i.ytimg.com/vi/tBjYLo0xZzI/default.jpg,https://www.youtube.com/watch?v=tBjYLo0xZzI
YK_gq3PC7TE,UC16niRr50-MSBwiO3YDb3RA,coronavirus disease named covid  bbc news,BBC News,News & Politics,none,885596,6863,0,2484,2020-02-12T07:17:42Z,"bbc,bbc news,news",PT9M38S,hd,False,https://i.ytimg.com/vi/YK_gq3PC7TE/default.jpg,https://www.youtube.com/watch?v=YK_gq3PC7TE
RHFV0XcJxww,UC16niRr50-MSBwiO3YDb3RA,coronavirus what has covid done for climate crisis  bbc news,BBC News,News & Politics,none,77150,1405,0,527,2021-01-05T10:07:47Z,"bbc,bbc news,news",PT2M45S,hd,False,https://i.ytimg.com/vi/RHFV0XcJxww/default.jpg,https://www.youtube.com/watch?v=RHFV0XcJxww
ArFQdvF8vDE,UC16niRr50-MSBwiO3YDb3RA,coronavirus explained in  seconds  bbc news,BBC News,News & Politics,none,264621,2204,0,261,2020-03-19T12:27:10Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT1M23S,hd,False,https://i.ytimg.com/vi/ArFQdvF8vDE/default.jpg,https://www.youtube.com/watch?v=ArFQdvF8vDE
cIhak7--M8Q,UC16niRr50-MSBwiO3YDb3RA,coronavirus in india inside a mumbai hospital icu,BBC News,News & Politics,none,8541935,29693,0,1762,2020-06-26T11:16:06Z,"bbc,bbc news,news",PT3M7S,hd,False,https://i.ytimg.com/vi/cIhak7--M8Q/default.jpg,https://www.youtube.com/watch?v=cIhak7--M8Q
P2y1sIr913Y,UC16niRr50-MSBwiO3YDb3RA,coronavirus uk government announces drastic measures to tackle outbreak  bbc news,BBC News,News & Politics,none,735140,5136,0,2256,2020-03-16T22:40:25Z,"bbc,bbc news,news,coronavirus,pandemic,world health organization,self-isolation,social distancing,nightlife,over 70s,pregnant women,pregnancy,covid 19,covid-19,illness,virus,chronic illness,nhs,national health service",PT10M31S,hd,False,https://i.ytimg.com/vi/P2y1sIr913Y/default.jpg,https://www.youtube.com/watch?v=P2y1sIr913Y
UNZRvU923Jo,UC16niRr50-MSBwiO3YDb3RA,coronavirus th uk case confirmed  bbc news,BBC News,News & Politics,none,301711,2423,0,852,2020-02-12T22:40:46Z,"bbc,bbc news,news,coronavirus,Huw Edwards,Virus,health,Hugh Pym,Tulip Mazumdar,UK",PT4M55S,hd,False,https://i.ytimg.com/vi/UNZRvU923Jo/default.jpg,https://www.youtube.com/watch?v=UNZRvU923Jo
LYQLr45rtZk,UC16niRr50-MSBwiO3YDb3RA,india coronavirus my city is under siege from covid,BBC News,News & Politics,none,1243884,13102,0,4494,2021-05-12T11:15:02Z,"bbc,bbc news,news,India,Covid,Coronavirus,Covid Pandemic,pandemic,Delhi",PT7M46S,hd,False,https://i.ytimg.com/vi/LYQLr45rtZk/default.jpg,https://www.youtube.com/watch?v=LYQLr45rtZk
hHcY4Vw532Y,UC16niRr50-MSBwiO3YDb3RA,excess deaths how many are dying from coronavirus  bbc news,BBC News,News & Politics,none,184857,1171,0,571,2020-06-19T09:49:02Z,"bbc,bbc news,news",PT7M32S,hd,False,https://i.ytimg.com/vi/hHcY4Vw532Y/default.jpg,https://www.youtube.com/watch?v=hHcY4Vw532Y
dc11uZ7_PnU,UC16niRr50-MSBwiO3YDb3RA,coronavirus in the uk the first  days  bbc news,BBC News,News & Politics,none,255579,2300,0,821,2020-05-09T16:42:04Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,health,United Kingdom",PT6M12S,hd,False,https://i.ytimg.com/vi/dc11uZ7_PnU/default.jpg,https://www.youtube.com/watch?v=dc11uZ7_PnU
mmSJQul260g,UC16niRr50-MSBwiO3YDb3RA,coronavirus what is a pandemic and why use the term now   bbc news,BBC News,News & Politics,none,419694,3192,0,877,2020-03-12T07:26:11Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained",PT7M45S,hd,False,https://i.ytimg.com/vi/mmSJQul260g/default.jpg,https://www.youtube.com/watch?v=mmSJQul260g
NAV3CmA5rBU,UC16niRr50-MSBwiO3YDb3RA,covid indias coronavirus outbreak in  seconds  bbc news,BBC News,News & Politics,none,264592,3103,0,1094,2020-10-12T07:36:44Z,"bbc,bbc news,news",PT3M31S,hd,False,https://i.ytimg.com/vi/NAV3CmA5rBU/default.jpg,https://www.youtube.com/watch?v=NAV3CmA5rBU
NwPwj45CAIc,UC16niRr50-MSBwiO3YDb3RA,coronavirus frances ancient burial brotherhood defies covid  bbc news,BBC News,News & Politics,none,64808,587,0,127,2020-06-14T10:43:53Z,"bbc,bbc news,news",PT2M19S,hd,False,https://i.ytimg.com/vi/NwPwj45CAIc/default.jpg,https://www.youtube.com/watch?v=NwPwj45CAIc
9nrZwjcjS1A,UC16niRr50-MSBwiO3YDb3RA,coronavirus impact on global economy  bbc news,BBC News,News & Politics,none,206677,1612,0,558,2020-05-01T11:43:10Z,"bbc,bbc news,news",PT10M1S,hd,False,https://i.ytimg.com/vi/9nrZwjcjS1A/default.jpg,https://www.youtube.com/watch?v=9nrZwjcjS1A
tSCWs85mye8,UC16niRr50-MSBwiO3YDb3RA,coronavirus the impact of covid on women  bbc news,BBC News,News & Politics,none,21591,244,0,114,2020-06-25T10:05:25Z,"bbc,bbc news,news",PT4M51S,hd,False,https://i.ytimg.com/vi/tSCWs85mye8/default.jpg,https://www.youtube.com/watch?v=tSCWs85mye8
0sKlL4k2-sc,UC16niRr50-MSBwiO3YDb3RA,coronavirus how to fly during a pandemic  bbc news,BBC News,News & Politics,none,65495,655,0,156,2020-06-23T13:31:51Z,"bbc,bbc news,news,coronavirus,covid-19,travel,pandemic,lockdown,flying,holiday,airports,airline,Laura Foster",PT1M50S,hd,False,https://i.ytimg.com/vi/0sKlL4k2-sc/default.jpg,https://www.youtube.com/watch?v=0sKlL4k2-sc
gtf9j06EOvo,UC16niRr50-MSBwiO3YDb3RA,coronavirus nations heading in wrong direction with covid says who  bbc news,BBC News,News & Politics,none,111666,827,0,776,2020-07-14T11:19:56Z,"bbc,bbc news,news",PT9M40S,hd,False,https://i.ytimg.com/vi/gtf9j06EOvo/default.jpg,https://www.youtube.com/watch?v=gtf9j06EOvo
F5L-7p3v4GI,UC16niRr50-MSBwiO3YDb3RA,coronavirus outbreak not yet at peak and lockdown may last another month  bbc news,BBC News,News & Politics,none,958000,6261,0,3739,2020-04-13T21:43:34Z,"bbc,bbc news,news,coronavirus,virus,deaths,lockdown,end,peak,forecast,lifted,number,hospitals,isolation,distancing,total,community,care,care homes,criticism,protective clothing,PPE,NHS,providers,masks,gowns,equipment,safety,frontline,staff,workers,risk,infection,epidemic,pandemic,threat,lift,relax,dying,sick,ill,covid,covid-19,intensive,critical,health,service,doctors,nurses,medical,David Shukman,Hywel Griffiths,Hugh Pym,Science,Health,Editor,correspondent,england,scotland,wales",PT9M42S,hd,False,https://i.ytimg.com/vi/F5L-7p3v4GI/default.jpg,https://www.youtube.com/watch?v=F5L-7p3v4GI
Eh_7aSruRqw,UC16niRr50-MSBwiO3YDb3RA,coronavirus airports without people  bbc news,BBC News,News & Politics,none,42250,471,0,153,2020-06-11T10:16:40Z,"bbc,bbc news,news",PT2M22S,hd,False,https://i.ytimg.com/vi/Eh_7aSruRqw/default.jpg,https://www.youtube.com/watch?v=Eh_7aSruRqw
RSZoDTvgEr8,UC16niRr50-MSBwiO3YDb3RA,coronavirus is there a link between the severity of covid and air pollution  bbc news,BBC News,News & Politics,none,107889,774,0,526,2020-04-15T11:55:58Z,"bbc,bbc news,news",PT5M5S,hd,False,https://i.ytimg.com/vi/RSZoDTvgEr8/default.jpg,https://www.youtube.com/watch?v=RSZoDTvgEr8
21MIvkk7Imc,UC16niRr50-MSBwiO3YDb3RA,four ways to protect yourself from coronavirus  bbc news,BBC News,News & Politics,none,261129,3227,0,382,2020-03-17T11:55:18Z,"bbc,bbc news,news",PT3M25S,hd,False,https://i.ytimg.com/vi/21MIvkk7Imc/default.jpg,https://www.youtube.com/watch?v=21MIvkk7Imc
aQ6LERWK0T0,UC16niRr50-MSBwiO3YDb3RA,coronavirus  plan to ease lockdown as uk past peak of pandemic   bbc news,BBC News,News & Politics,none,286230,1925,0,1656,2020-04-30T21:38:40Z,"bbc,bbc news,news,coronavirus,virus,pandemic,past peak,peak,deaths,infections,danger,cases,lockdown,plan,ease,relax lift,warning,second,spike,wave,PM,Boris,Boris Johnson,Prime Minister,Downing,Covid-19,economy,schools,transport,Reeta Chakrabarti,Laura Kuenssberg,Political,Editor",PT7M18S,hd,False,https://i.ytimg.com/vi/aQ6LERWK0T0/default.jpg,https://www.youtube.com/watch?v=aQ6LERWK0T0
8dTelszbObM,UC16niRr50-MSBwiO3YDb3RA,coronavirus first death outside china reported in philippines  bbc news,BBC News,News & Politics,none,436688,2771,0,1369,2020-02-04T08:17:48Z,"bbc,bbc news,news,corona,coronavirus,corona virus,corona virus news,coronavirus news,china news,outside source",PT9M18S,hd,False,https://i.ytimg.com/vi/8dTelszbObM/default.jpg,https://www.youtube.com/watch?v=8dTelszbObM
v8lVBHgucfs,UC16niRr50-MSBwiO3YDb3RA,covid chinas painful year fighting the coronavirus  bbc news,BBC News,News & Politics,none,113021,1146,0,1909,2020-12-29T11:58:03Z,"bbc,bbc news,news",PT4M6S,hd,False,https://i.ytimg.com/vi/v8lVBHgucfs/default.jpg,https://www.youtube.com/watch?v=v8lVBHgucfs
qEj4MYC__Zo,UC16niRr50-MSBwiO3YDb3RA,uk facing even tougher restrictions to curb new coronavirus variant  bbc news,BBC News,News & Politics,none,343978,2316,0,2689,2020-12-22T22:35:26Z,"bbc,bbc news,news,coronavirus,virus,pandemic,Covid,Covid-19,mutant,mutation,new,variant,infections,cases,spread,deaths,hospitals,risk,danger,threat,travel,bans,France,Europe,Tier,rules,restrictions,Christmas,xmas,Boris,Johnson,government,passengers,rail,planes,ferries,ban,out,control,spreading,rapidly,England,UK,London,Kent,South,east,Huw Edwards,editor,Hugh Pym,David Shukman,strain,EU,WHO,testing,world,health,organisation,NHS,pressure,full,doctors,nurses,intensive,care,dying",PT9M15S,hd,False,https://i.ytimg.com/vi/qEj4MYC__Zo/default.jpg,https://www.youtube.com/watch?v=qEj4MYC__Zo
0NTsBJLU1nk,UC16niRr50-MSBwiO3YDb3RA,coronavirus the lost six weeks when us failed to contain outbreak  bbc news,BBC News,News & Politics,none,264383,3705,0,1595,2020-05-12T15:09:19Z,"bbc,bbc news,news,covid,covid-19,coronavirus,corona virus,trump,United States",PT7M41S,hd,True,https://i.ytimg.com/vi/0NTsBJLU1nk/default.jpg,https://www.youtube.com/watch?v=0NTsBJLU1nk
oKX_E7adVwg,UC16niRr50-MSBwiO3YDb3RA,coronavirus russia uses facial recognition to tackle covid  bbc news,BBC News,News & Politics,none,100756,1173,0,446,2020-04-07T11:59:22Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,health,Russia,surveillance,Sarah Rainsford,facial recognition",PT3M50S,hd,False,https://i.ytimg.com/vi/oKX_E7adVwg/default.jpg,https://www.youtube.com/watch?v=oKX_E7adVwg
LuESjGI-_gM,UC16niRr50-MSBwiO3YDb3RA,coronavirus the tourists swapping lockdown for sweden  bbc news,BBC News,News & Politics,none,92876,733,0,0,2020-06-08T12:31:10Z,"bbc,bbc news,news,coronavirus,lockdown,Sweden,pandemic,health",PT2M45S,hd,False,https://i.ytimg.com/vi/LuESjGI-_gM/default.jpg,https://www.youtube.com/watch?v=LuESjGI-_gM
UcxHL8LHI_A,UC16niRr50-MSBwiO3YDb3RA,coronavirus world must prepare for pandemic says who  bbc news,BBC News,News & Politics,none,2054700,17872,0,7233,2020-02-25T08:42:18Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,outside,outside source,world TV,BBC World,world news",PT13M33S,hd,False,https://i.ytimg.com/vi/UcxHL8LHI_A/default.jpg,https://www.youtube.com/watch?v=UcxHL8LHI_A
3vudfCtGWhE,UC16niRr50-MSBwiO3YDb3RA,deprived areas bear brunt of coronavirus pandemic  bbc news,BBC News,News & Politics,none,55001,614,0,264,2020-06-12T21:31:16Z,"bbc,bbc news,news,coronavirus,virus,deprived,deprivation,poverty,England,Wales,poor,wealthy,official,figures,urban,rural,Scotland,Nicola Sturgeon,test,testing,car,workers,care homes,Reeta Chakrabarti,Hugh Pym,Health,Editor,Sarah Smith",PT7M1S,hd,False,https://i.ytimg.com/vi/3vudfCtGWhE/default.jpg,https://www.youtube.com/watch?v=3vudfCtGWhE
HlEFrbLeDks,UC16niRr50-MSBwiO3YDb3RA,coronavirus pm announcing strict new curbs on life in uk  bbc news,BBC News,News & Politics,none,1236691,18866,0,7762,2020-03-23T20:48:03Z,"bbc,bbc news,news,boris,boris johnson,boris johnson statement",PT6M16S,hd,False,https://i.ytimg.com/vi/HlEFrbLeDks/default.jpg,https://www.youtube.com/watch?v=HlEFrbLeDks
6CajGH3Q5RU,UC16niRr50-MSBwiO3YDb3RA,coronavirus pregnancy during a pandemic is terrifying  bbc news,BBC News,News & Politics,none,34133,517,0,0,2020-04-07T10:15:44Z,"bbc,bbc news,news,coronavirus,covid-19,United states,pregnancy,birth,health,pandemic",PT3M55S,hd,False,https://i.ytimg.com/vi/6CajGH3Q5RU/default.jpg,https://www.youtube.com/watch?v=6CajGH3Q5RU
xKW7l-u0OKA,UC16niRr50-MSBwiO3YDb3RA,coronavirus hits all  us states as death toll rises  bbc news,BBC News,News & Politics,none,995789,6706,0,2659,2020-03-18T08:58:41Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT13M40S,hd,False,https://i.ytimg.com/vi/xKW7l-u0OKA/default.jpg,https://www.youtube.com/watch?v=xKW7l-u0OKA
E0S3Zcg9ZJo,UC16niRr50-MSBwiO3YDb3RA,coronavirus india overtakes russia in covid cases  bbc news,BBC News,News & Politics,none,216865,1087,0,787,2020-07-06T13:08:40Z,"bbc,bbc news,news",PT2M46S,hd,False,https://i.ytimg.com/vi/E0S3Zcg9ZJo/default.jpg,https://www.youtube.com/watch?v=E0S3Zcg9ZJo
