video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
CuneZ1LhbQ0,UC16niRr50-MSBwiO3YDb3RA,coronavirus brazil records thirdhighest covid infection level  bbc news,BBC News,News & Politics,none,96027,673,0,263,2020-05-20T10:27:04Z,"bbc,bbc news,news",PT5M31S,hd,False,https://i.ytimg.com/vi/CuneZ1LhbQ0/default.jpg,https://www.youtube.com/watch?v=CuneZ1LhbQ0
lHVNvFX8Bfg,UC16niRr50-MSBwiO3YDb3RA,coronavirus when can i get the covid vaccine  bbc news,BBC News,News & Politics,none,142586,1108,0,1793,2020-11-27T10:33:17Z,"bbc,bbc news,news",PT4M18S,hd,False,https://i.ytimg.com/vi/lHVNvFX8Bfg/default.jpg,https://www.youtube.com/watch?v=lHVNvFX8Bfg
JtxsuIW7nrY,UC16niRr50-MSBwiO3YDb3RA,coronavirus indias covid cases surge past one million  bbc news,BBC News,News & Politics,none,182120,1178,0,888,2020-07-17T12:30:44Z,"bbc,bbc news,news",PT6M49S,hd,False,https://i.ytimg.com/vi/JtxsuIW7nrY/default.jpg,https://www.youtube.com/watch?v=JtxsuIW7nrY
JP7OtUAVAjE,UC16niRr50-MSBwiO3YDb3RA,coronavirus ended our marriage  bbc news,BBC News,News & Politics,none,93692,781,0,521,2020-12-05T17:00:18Z,"bbc,bbc news,news,divorce,marriage,relationships,covid,covid-19,vaccine,coronavirus,pandemic",PT6M57S,hd,False,https://i.ytimg.com/vi/JP7OtUAVAjE/default.jpg,https://www.youtube.com/watch?v=JP7OtUAVAjE
SimARiFYWCQ,UC16niRr50-MSBwiO3YDb3RA,coronavirus inside the indian company betting big on vaccines  bbc news,BBC News,News & Politics,none,141208,1274,0,850,2020-09-11T13:41:42Z,"bbc,bbc news,news",PT2M44S,hd,False,https://i.ytimg.com/vi/SimARiFYWCQ/default.jpg,https://www.youtube.com/watch?v=SimARiFYWCQ
VgPZtTeEG5k,UC16niRr50-MSBwiO3YDb3RA,coronavirus inside an italian icu  bbc news,BBC News,News & Politics,none,990262,4698,0,1053,2020-03-21T11:15:38Z,"bbc,bbc news,news",PT2M,hd,False,https://i.ytimg.com/vi/VgPZtTeEG5k/default.jpg,https://www.youtube.com/watch?v=VgPZtTeEG5k
STgRHkB-vx4,UC16niRr50-MSBwiO3YDb3RA,coronavirus explained how do i protect myself  bbc news,BBC News,News & Politics,none,127268,1519,0,234,2020-03-06T11:18:16Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained",PT9M45S,hd,False,https://i.ytimg.com/vi/STgRHkB-vx4/default.jpg,https://www.youtube.com/watch?v=STgRHkB-vx4
P4SYSRp00uE,UC16niRr50-MSBwiO3YDb3RA,coronavirus trump gives who ultimatum over covid handling  bbc news,BBC News,News & Politics,none,249593,1665,0,1628,2020-05-20T10:36:38Z,"bbc,bbc news,news",PT11M6S,hd,False,https://i.ytimg.com/vi/P4SYSRp00uE/default.jpg,https://www.youtube.com/watch?v=P4SYSRp00uE
SLhGsTuE0ik,UC16niRr50-MSBwiO3YDb3RA,coronavirus us supports lifting covid vaccine patents  bbc newsnight,BBC News,News & Politics,none,85785,549,0,846,2021-05-05T23:13:02Z,"bbc,bbc news,news,Coronavirus,covid19,covid,intellectual property rights,Biden,Joe Biden,covid vaccines,pandemic,global pandemic,world trade organisation,WTO,David milliband,bbc newsnight,newsnight,miliband,maitlis,Emily maitlis",PT10M23S,hd,False,https://i.ytimg.com/vi/SLhGsTuE0ik/default.jpg,https://www.youtube.com/watch?v=SLhGsTuE0ik
LP9a6cvfVeU,UC16niRr50-MSBwiO3YDb3RA,coronavirus tiger at bronx zoo tests positive for covid  bbc news,BBC News,Pets & Animals,none,334936,2298,0,1420,2020-04-06T14:08:51Z,"bbc,bbc news,news",PT3M10S,hd,False,https://i.ytimg.com/vi/LP9a6cvfVeU/default.jpg,https://www.youtube.com/watch?v=LP9a6cvfVeU
bYQjssb7xdk,UC16niRr50-MSBwiO3YDb3RA,coronavirus what is social distancing  bbc news,BBC News,News & Politics,none,182429,1247,0,339,2020-03-24T09:44:17Z,"bbc,bbc news,news",PT1M23S,hd,False,https://i.ytimg.com/vi/bYQjssb7xdk/default.jpg,https://www.youtube.com/watch?v=bYQjssb7xdk
v2r1cnTUnkE,UC16niRr50-MSBwiO3YDb3RA,coronavirus crisis china eases lockdown in wuhan where the pandemic began  bbc news,BBC News,News & Politics,none,376727,2165,0,2925,2020-04-07T22:19:57Z,"bbc,bbc news,news,china,wuhan,lockdown,easing,restrictions,coronavirus,virus,infections,covid,covid-19,deaths,banks,lending,loans,business,businesses,emergency,NatWest,RBS,Alison Rose,Chief Executive,bank,Huw Edwards,John Sudworth,China Correspondent,Beijing,Simon Jack,Business Editor,infection",PT6M44S,hd,False,https://i.ytimg.com/vi/v2r1cnTUnkE/default.jpg,https://www.youtube.com/watch?v=v2r1cnTUnkE
glm0tMRHTkQ,UC16niRr50-MSBwiO3YDb3RA,coronavirus the russian provinces buckling under covid  bbc news,BBC News,News & Politics,none,57857,879,0,311,2020-11-12T16:10:03Z,"bbc,bbc news,news",PT3M57S,hd,False,https://i.ytimg.com/vi/glm0tMRHTkQ/default.jpg,https://www.youtube.com/watch?v=glm0tMRHTkQ
7fRmK51-Q5o,UC16niRr50-MSBwiO3YDb3RA,coronavirus us buys nearly all of covid drug remdesivir  bbc news,BBC News,News & Politics,none,67529,485,0,556,2020-07-02T10:10:02Z,"bbc,bbc news,news",PT4M3S,hd,False,https://i.ytimg.com/vi/7fRmK51-Q5o/default.jpg,https://www.youtube.com/watch?v=7fRmK51-Q5o
WE9gvJ8ou7g,UC16niRr50-MSBwiO3YDb3RA,coronavirus immunity explained  bbc news,BBC News,News & Politics,none,96759,1582,0,508,2020-07-08T12:53:19Z,"bbc,bbc news,news,coronavirus,covid-19,health,pandemic,immunity,lockdown,reality check",PT3M30S,hd,False,https://i.ytimg.com/vi/WE9gvJ8ou7g/default.jpg,https://www.youtube.com/watch?v=WE9gvJ8ou7g
W3ypPfbTyZs,UC16niRr50-MSBwiO3YDb3RA,more than  excess deaths so far during uk coronavirus pandemic  bbc news,BBC News,News & Politics,none,285538,1458,0,1213,2020-06-02T21:48:35Z,"bbc,bbc news,news,coronavirus,virus,excess,deaths,pandemic,England,Wales,ONS,statistics,elderly,care,homes,Durham,disease,PHE,Public Health England,Covid-19,black,asian,BAME,minority ethnic,danger,risk,threat,die,Huw Edwards,Michael Buchanan,Rianna Croxford",PT7M,hd,False,https://i.ytimg.com/vi/W3ypPfbTyZs/default.jpg,https://www.youtube.com/watch?v=W3ypPfbTyZs
uGVvsn7Q7mY,UC16niRr50-MSBwiO3YDb3RA,coronavirus first british death  bbc news,BBC News,News & Politics,none,743296,5156,0,659,2020-02-28T22:42:09Z,"bbc,bbc news,news,coronavirus,diamond princess,surrey,hugh pym,fergus walsh,japan",PT11M15S,hd,False,https://i.ytimg.com/vi/uGVvsn7Q7mY/default.jpg,https://www.youtube.com/watch?v=uGVvsn7Q7mY
ZtkSYY9Z2fE,UCupvZG-5ko_eiXAupbDfxWw,wuhan coronavirus kills doctor who warned of outbreak,CNN,News & Politics,none,1742396,16471,0,5122,2020-02-07T08:18:15Z,"latest News,Happening Now,CNN,wuhan,china,coronavirus,david culver,world,Li Wenliang,cnn newsroom,john vause",PT7M9S,hd,True,https://i.ytimg.com/vi/ZtkSYY9Z2fE/default.jpg,https://www.youtube.com/watch?v=ZtkSYY9Z2fE
rgpSC__Nxso,UCupvZG-5ko_eiXAupbDfxWw,go inside a nyc hospital on the front lines of the coronavirus outbreak,CNN,News & Politics,none,916619,5857,0,2829,2020-03-30T11:18:23Z,"latest News,Happening Now,CNN,covid-19,coronavirus,pandemic,nyc,ventilators,new york,quarantine,hospital",PT10M20S,hd,False,https://i.ytimg.com/vi/rgpSC__Nxso/default.jpg,https://www.youtube.com/watch?v=rgpSC__Nxso
pwB_wfqQlcM,UCupvZG-5ko_eiXAupbDfxWw,sweden has few coronavirus restrictions heres why,CNN,News & Politics,none,281941,1374,0,1379,2020-03-31T19:05:28Z,"latest News,Happening Now,CNN",PT2M7S,hd,False,https://i.ytimg.com/vi/pwB_wfqQlcM/default.jpg,https://www.youtube.com/watch?v=pwB_wfqQlcM
sZBMcqLKOqo,UCupvZG-5ko_eiXAupbDfxWw,boris johnson issues stayathome order for uk to fight coronavirus pandemic,CNN,News & Politics,none,219134,1857,0,975,2020-03-23T22:59:33Z,"latest News,Happening Now,CNN",PT2M22S,hd,False,https://i.ytimg.com/vi/sZBMcqLKOqo/default.jpg,https://www.youtube.com/watch?v=sZBMcqLKOqo
3mfSSi-J7kI,UCupvZG-5ko_eiXAupbDfxWw,why thousands are getting coronavirus on purpose,CNN,News & Politics,none,1098830,5591,0,3396,2020-05-13T21:46:00Z,"latest News,Happening Now,CNN,health,us news,covid-19,coronavirus,drew griffin,vaccine,science",PT4M17S,hd,False,https://i.ytimg.com/vi/3mfSSi-J7kI/default.jpg,https://www.youtube.com/watch?v=3mfSSi-J7kI
SfWtBPbE9so,UCupvZG-5ko_eiXAupbDfxWw,what an antibody test could mean for the coronavirus pandemic,CNN,News & Politics,none,694253,3536,0,1597,2020-04-10T23:07:42Z,"latest News,Happening Now,CNN,coronavirus,pandemic,Covid-19,Dr. Sanjay Gupta,Dr. Anthony Fauci,White House,Jake Tapper,antibody test,antibodies",PT10M19S,hd,False,https://i.ytimg.com/vi/SfWtBPbE9so/default.jpg,https://www.youtube.com/watch?v=SfWtBPbE9so
bDBRxJTOKxM,UCupvZG-5ko_eiXAupbDfxWw,staff at nursing home of coronavirus outbreak receive vaccine,CNN,News & Politics,none,13910,150,0,95,2020-12-29T03:38:08Z,"latest News,Happening Now,CNN,Coronavirus,Sara Sidner,Covid-19,Vaccine,Health,Washington",PT4M53S,hd,False,https://i.ytimg.com/vi/bDBRxJTOKxM/default.jpg,https://www.youtube.com/watch?v=bDBRxJTOKxM
GEARtTBHXEw,UCupvZG-5ko_eiXAupbDfxWw,see where officials believe the coronavirus started,CNN,News & Politics,none,4665476,44410,0,22228,2020-01-21T02:47:47Z,"latest News,Happening Now,CNN,world news,coronavirus,corona virus,china,wuhan,kristie lu stout,hala gorani,hala gorani tonight,sars,virus,cnni",PT7M31S,hd,False,https://i.ytimg.com/vi/GEARtTBHXEw/default.jpg,https://www.youtube.com/watch?v=GEARtTBHXEw
OV1Vuv9zfzI,UCupvZG-5ko_eiXAupbDfxWw,tips to stay safe during the coronavirus pandemic,CNN,News & Politics,none,126770,1274,0,366,2020-04-03T22:08:12Z,"latest News,Happening Now,CNN",PT4M38S,hd,False,https://i.ytimg.com/vi/OV1Vuv9zfzI/default.jpg,https://www.youtube.com/watch?v=OV1Vuv9zfzI
eEUqCxP5Lvc,UCupvZG-5ko_eiXAupbDfxWw,coronavirus whistleblower doctor is online hero in china,CNN,News & Politics,none,3587225,34627,0,6916,2020-02-04T15:26:54Z,"latest News,Happening Now,CNN,cnni,coronavirus,china,wuhan",PT2M57S,hd,False,https://i.ytimg.com/vi/eEUqCxP5Lvc/default.jpg,https://www.youtube.com/watch?v=eEUqCxP5Lvc
J0Cpmx4DS1c,UCupvZG-5ko_eiXAupbDfxWw,russia intends to be first in the world to approve coronavirus vaccine,CNN,News & Politics,none,325745,1911,0,1443,2020-07-29T01:57:27Z,"latest News,Happening Now,CNN,World,Russia,Covid-19,Coronavirus,Vaccine,Matthew Chance,The Situation Room",PT2M1S,hd,False,https://i.ytimg.com/vi/J0Cpmx4DS1c/default.jpg,https://www.youtube.com/watch?v=J0Cpmx4DS1c
S-uFhQcYxv8,UCupvZG-5ko_eiXAupbDfxWw,coronavirus deaths in us top ,CNN,News & Politics,none,816958,5281,0,4580,2020-03-31T08:49:25Z,"latest News,Happening Now,CNN,world news,us news,don lemon",PT9M57S,hd,True,https://i.ytimg.com/vi/S-uFhQcYxv8/default.jpg,https://www.youtube.com/watch?v=S-uFhQcYxv8
_2OwQOPGKfg,UCupvZG-5ko_eiXAupbDfxWw,indias coronavirus deaths could be far higher than reported,CNN,News & Politics,none,440229,4446,0,2889,2021-04-26T14:43:26Z,"latest News,Happening Now,CNN,cnni,cnn international,world news,india,coronavirus,covid-19",PT10M7S,sd,False,https://i.ytimg.com/vi/_2OwQOPGKfg/default.jpg,https://www.youtube.com/watch?v=_2OwQOPGKfg
udERg05aUxI,UCupvZG-5ko_eiXAupbDfxWw,she went from reporting on coronavirus to fighting it in a hospital for  days,CNN,News & Politics,none,454853,5231,0,2569,2020-07-22T14:03:02Z,"latest News,Happening Now,CNN,coronavirus,covid-19,pandemic",PT5M31S,hd,False,https://i.ytimg.com/vi/udERg05aUxI/default.jpg,https://www.youtube.com/watch?v=udERg05aUxI
A71lfXrQlxU,UCupvZG-5ko_eiXAupbDfxWw,bill gates makes a prediction about when coronavirus cases will peak,CNN,News & Politics,none,12439311,107811,0,66842,2020-03-27T03:52:55Z,"latest News,Happening Now,CNN",PT10M52S,hd,False,https://i.ytimg.com/vi/A71lfXrQlxU/default.jpg,https://www.youtube.com/watch?v=A71lfXrQlxU
lm7Xi3cw6dY,UCupvZG-5ko_eiXAupbDfxWw,all of italy under restrictions over coronavirus outbreak,CNN,News & Politics,none,1040195,7686,0,4471,2020-03-09T21:31:39Z,"latest News,Happening Now,CNN,italy,ben wedeman,the brief,Prime Minister,Giuseppe Conte,coronavirus,lock down",PT8M36S,hd,True,https://i.ytimg.com/vi/lm7Xi3cw6dY/default.jpg,https://www.youtube.com/watch?v=lm7Xi3cw6dY
j_mmRsUWpYo,UCupvZG-5ko_eiXAupbDfxWw,coronavirus task force member pressed on testing delays,CNN,News & Politics,none,391801,3410,0,2790,2020-07-26T14:20:32Z,"latest News,Happening Now,CNN,coronavirus,testing,covid-19,politics,trump administration,Giroir,jake tapper",PT11M18S,sd,False,https://i.ytimg.com/vi/j_mmRsUWpYo/default.jpg,https://www.youtube.com/watch?v=j_mmRsUWpYo
KZn1yulnc1U,UCupvZG-5ko_eiXAupbDfxWw,brianna keilar breaks down on live tv over coronavirus losses,CNN,News & Politics,none,1171569,23800,0,8070,2021-02-22T22:39:46Z,"latest News,Happening Now,CNN,brianna keilar,cnn newsroom,coronavirus,health,us news",PT5M23S,sd,False,https://i.ytimg.com/vi/KZn1yulnc1U/default.jpg,https://www.youtube.com/watch?v=KZn1yulnc1U
5RunFCEZh_4,UCupvZG-5ko_eiXAupbDfxWw,three promising signs in fight against coronavirus,CNN,News & Politics,none,69325,732,0,717,2021-02-25T00:24:36Z,"latest News,Happening Now,CNN,jake tapper,the lead,dr sanjay gupta,your health,health,coronavirus,covid 19,amara walker",PT10M13S,hd,False,https://i.ytimg.com/vi/5RunFCEZh_4/default.jpg,https://www.youtube.com/watch?v=5RunFCEZh_4
HuBkxYY883k,UCupvZG-5ko_eiXAupbDfxWw,uk begins historic roll out of coronavirus vaccine,CNN,News & Politics,none,94988,913,0,902,2020-12-08T12:49:49Z,"latest News,Happening Now,CNN,coronavirus,covid-19,vaccine,uk news,world news,uk,vaccination,pfizer,biontech,william shakespeare",PT6M55S,sd,False,https://i.ytimg.com/vi/HuBkxYY883k/default.jpg,https://www.youtube.com/watch?v=HuBkxYY883k
OOvENoZMmK4,UCupvZG-5ko_eiXAupbDfxWw,this is how quickly coronavirus can spread,CNN,News & Politics,none,1365192,9546,0,3349,2020-05-14T22:58:08Z,"latest News,Happening Now,CNN,coronavirus,covid-19,health,medical,anna coren,newsroom",PT7M23S,hd,False,https://i.ytimg.com/vi/OOvENoZMmK4/default.jpg,https://www.youtube.com/watch?v=OOvENoZMmK4
FCUpvgp4RUo,UCupvZG-5ko_eiXAupbDfxWw,john king breaks down how coronavirus may affect the presidential election,CNN,News & Politics,none,264701,1568,0,1790,2020-08-18T01:09:22Z,"latest News,Happening Now,CNN,john king,magic wall,coronavirus",PT3M27S,hd,False,https://i.ytimg.com/vi/FCUpvgp4RUo/default.jpg,https://www.youtube.com/watch?v=FCUpvgp4RUo
v_vDjR5zBDk,UCupvZG-5ko_eiXAupbDfxWw,unprecedented restrictions in italy over coronavirus outbreak,CNN,News & Politics,none,292014,1989,0,1153,2020-03-10T07:34:11Z,"latest News,Happening Now,CNN,world news,international,ben wedeman,italy,coronavirus,bologna",PT8M18S,hd,True,https://i.ytimg.com/vi/v_vDjR5zBDk/default.jpg,https://www.youtube.com/watch?v=v_vDjR5zBDk
ATndga6ZMSs,UCupvZG-5ko_eiXAupbDfxWw,scientist says coronavirus vaccine could be ready by ,CNN,News & Politics,none,88264,669,0,509,2020-02-08T00:55:06Z,"latest News,Happening Now,CNN,coronavirus,vaccine,the brief,bianca nobilo,robin shattock,health",PT12M31S,hd,False,https://i.ytimg.com/vi/ATndga6ZMSs/default.jpg,https://www.youtube.com/watch?v=ATndga6ZMSs
Tak_fw_0QbM,UCupvZG-5ko_eiXAupbDfxWw,shocking video shows morbid new reality of a coronavirus epicenter,CNN,News & Politics,none,713978,3204,0,1460,2020-04-03T08:35:31Z,"latest News,Happening Now,CNN,world news,CNNi,matt rivers,ecuador",PT2M37S,hd,False,https://i.ytimg.com/vi/Tak_fw_0QbM/default.jpg,https://www.youtube.com/watch?v=Tak_fw_0QbM
-szt0u2X0WI,UCupvZG-5ko_eiXAupbDfxWw,coronavirus vaccine trial volunteers speak to cnn,CNN,News & Politics,none,264689,1524,0,1190,2020-05-22T13:50:12Z,"latest News,Happening Now,CNN,coronavirus,vaccine,covid",PT4M35S,hd,False,https://i.ytimg.com/vi/-szt0u2X0WI/default.jpg,https://www.youtube.com/watch?v=-szt0u2X0WI
R2ZETF515Ec,UCupvZG-5ko_eiXAupbDfxWw,bill gates heres when we could expect a coronavirus vaccine,CNN,News & Politics,none,1491219,9013,0,17706,2020-04-27T16:43:13Z,"latest News,Happening Now,CNN,bill gates,microsoft,vaccine,coronavirus,covid-19,pandemic",PT5M45S,hd,False,https://i.ytimg.com/vi/R2ZETF515Ec/default.jpg,https://www.youtube.com/watch?v=R2ZETF515Ec
OYrROwpHECk,UCupvZG-5ko_eiXAupbDfxWw,coronavirus curve us cases on track to overtake italy,CNN,News & Politics,none,374025,1838,0,1918,2020-03-26T16:57:16Z,"latest News,Happening Now,CNN,CNNI,coronavirus,Covid-19,US,Trump,pandemic,Spain,Italy,curve",PT5M43S,hd,False,https://i.ytimg.com/vi/OYrROwpHECk/default.jpg,https://www.youtube.com/watch?v=OYrROwpHECk
02Wi5GSkdNk,UCupvZG-5ko_eiXAupbDfxWw,maps show explosive growth of coronavirus in us,CNN,News & Politics,none,902866,7602,0,4194,2020-06-29T21:27:40Z,"latest News,Happening Now,CNN,US News,Coronavirus,Politics,President Trump",PT10M55S,hd,True,https://i.ytimg.com/vi/02Wi5GSkdNk/default.jpg,https://www.youtube.com/watch?v=02Wi5GSkdNk
7qvADOmHCUQ,UCupvZG-5ko_eiXAupbDfxWw,rare icu access shows how iraq is handling coronavirus,CNN,News & Politics,none,16598,247,0,156,2021-02-23T11:00:21Z,"latest News,Happening Now,CNN,cnni,world news,cnn international",PT4M49S,sd,False,https://i.ytimg.com/vi/7qvADOmHCUQ/default.jpg,https://www.youtube.com/watch?v=7qvADOmHCUQ
qqCZC-gFA6A,UCupvZG-5ko_eiXAupbDfxWw,cnni food crisis worsens in cuba as coronavirus spikes,CNN,News & Politics,none,29929,319,0,384,2021-02-13T18:30:56Z,"latest News,Happening Now,CNN,world,cnn international,cnni,patrick oppmann,cuba",PT4M35S,sd,False,https://i.ytimg.com/vi/qqCZC-gFA6A/default.jpg,https://www.youtube.com/watch?v=qqCZC-gFA6A
AXUxqGS1Jkw,UCupvZG-5ko_eiXAupbDfxWw,florida shatters single day coronavirus record,CNN,News & Politics,none,776745,5819,0,5341,2020-07-12T23:38:39Z,"latest News,Happening Now,CNN",PT6M17S,sd,False,https://i.ytimg.com/vi/AXUxqGS1Jkw/default.jpg,https://www.youtube.com/watch?v=AXUxqGS1Jkw
X8O8EBLj-0c,UCupvZG-5ko_eiXAupbDfxWw,india sees highest rise in coronavirus deaths in a day,CNN,News & Politics,none,156170,1514,0,1422,2021-04-21T16:23:01Z,"latest News,Happening Now,CNN,cnni,world news,cnn international",PT9M21S,sd,True,https://i.ytimg.com/vi/X8O8EBLj-0c/default.jpg,https://www.youtube.com/watch?v=X8O8EBLj-0c
iVo5j9mZq7g,UCupvZG-5ko_eiXAupbDfxWw,coronavirus explained how it spreads and how to protect yourself,CNN,News & Politics,none,720489,5016,0,922,2020-03-20T14:47:27Z,"latest News,Happening Now,CNN",PT7M29S,hd,False,https://i.ytimg.com/vi/iVo5j9mZq7g/default.jpg,https://www.youtube.com/watch?v=iVo5j9mZq7g
QQEQH59p17U,UCupvZG-5ko_eiXAupbDfxWw, states see an increase in coronavirus cases,CNN,News & Politics,none,938112,8924,0,6822,2020-09-20T15:44:57Z,"latest News,Happening Now,CNN",PT5M44S,sd,False,https://i.ytimg.com/vi/QQEQH59p17U/default.jpg,https://www.youtube.com/watch?v=QQEQH59p17U
i4fx-hLaYok,UCupvZG-5ko_eiXAupbDfxWw,china flexes military muscle amid global coronavirus pandemic,CNN,News & Politics,none,375354,1931,0,1863,2020-06-11T22:45:36Z,"latest News,Happening Now,CNN,culver,world news,cnni,china,coronavirus,xi,david culver",PT4M1S,hd,False,https://i.ytimg.com/vi/i4fx-hLaYok/default.jpg,https://www.youtube.com/watch?v=i4fx-hLaYok
WBRaGT9nqs4,UCupvZG-5ko_eiXAupbDfxWw,germany seeing potential second wave of coronavirus,CNN,News & Politics,none,110149,1201,0,878,2020-07-29T13:02:59Z,"latest News,Happening Now,CNN,Coronavirus,Covid-19,Germany,Second Wave",PT3M59S,sd,False,https://i.ytimg.com/vi/WBRaGT9nqs4/default.jpg,https://www.youtube.com/watch?v=WBRaGT9nqs4
girPw3j5OJs,UCupvZG-5ko_eiXAupbDfxWw,new study raises question can coronavirus spread through sex,CNN,News & Politics,none,299389,1397,0,1611,2020-05-09T00:14:02Z,"latest News,Happening Now,CNN",PT3M33S,sd,False,https://i.ytimg.com/vi/girPw3j5OJs/default.jpg,https://www.youtube.com/watch?v=girPw3j5OJs
VQqFr7_Y5NU,UCupvZG-5ko_eiXAupbDfxWw,financial expert do this with money during coronavirus outbreak,CNN,News & Politics,none,684854,3682,0,1823,2020-03-14T14:02:41Z,"latest News,Happening Now,CNN",PT5M32S,hd,False,https://i.ytimg.com/vi/VQqFr7_Y5NU/default.jpg,https://www.youtube.com/watch?v=VQqFr7_Y5NU
gl24Ts6JjZ8,UCupvZG-5ko_eiXAupbDfxWw,expert warns children may drive coronavirus like they drive colds,CNN,News & Politics,none,174051,2117,0,1666,2020-08-11T17:57:46Z,"latest News,Happening Now,CNN,Coronavirus,Vaccine,Russia,Back to School,Donald Trump,Children",PT10M32S,hd,False,https://i.ytimg.com/vi/gl24Ts6JjZ8/default.jpg,https://www.youtube.com/watch?v=gl24Ts6JjZ8
aCifvImcjAY,UCupvZG-5ko_eiXAupbDfxWw,scientists discover llama antibodies could be key to a coronavirus treatment,CNN,News & Politics,none,551139,4087,0,2156,2020-05-12T11:22:12Z,"latest News,Happening Now,CNN",PT4M30S,sd,False,https://i.ytimg.com/vi/aCifvImcjAY/default.jpg,https://www.youtube.com/watch?v=aCifvImcjAY
sXpIrDGXeTg,UCupvZG-5ko_eiXAupbDfxWw,how to cope with anxiety and stress linked to coronavirus pandemic,CNN,News & Politics,none,127476,1517,0,821,2020-03-20T07:08:06Z,"latest News,Happening Now,CNN",PT7M11S,hd,False,https://i.ytimg.com/vi/sXpIrDGXeTg/default.jpg,https://www.youtube.com/watch?v=sXpIrDGXeTg
RX9r5ORKdp0,UCupvZG-5ko_eiXAupbDfxWw,coronavirus whistleblower doctor dies from illness,CNN,News & Politics,none,592150,4930,0,2011,2020-02-06T16:37:19Z,"latest News,Happening Now,CNN,Connect the World,David Culver,World",PT2M14S,hd,False,https://i.ytimg.com/vi/RX9r5ORKdp0/default.jpg,https://www.youtube.com/watch?v=RX9r5ORKdp0
XfbvLn3DgV8,UCupvZG-5ko_eiXAupbDfxWw,trump criticizes china for their coronavirus response heres what we know,CNN,News & Politics,none,1015514,6853,0,8296,2020-04-17T19:41:18Z,"latest News,Happening Now,CNN",PT8M12S,hd,False,https://i.ytimg.com/vi/XfbvLn3DgV8/default.jpg,https://www.youtube.com/watch?v=XfbvLn3DgV8
YoCfs-9AiiQ,UCupvZG-5ko_eiXAupbDfxWw,universal coronavirus vaccines may take years to develop fauci says,CNN,News & Politics,none,44557,753,0,1725,2022-01-26T19:14:47Z,"latest News,Happening Now,CNN,Kate Bolduan,At This Hour,Dr. Anthony Fauci,Coronavirus,Universal Coronavirus Vaccine,Pan-Coronavirus Vaccine,Dr. Paul Offit,Pandemic,Covid-19,Covid-19 Vaccine,Covid-19 Prevention,Covid-19 Mitigation",PT4M31S,hd,False,https://i.ytimg.com/vi/YoCfs-9AiiQ/default.jpg,https://www.youtube.com/watch?v=YoCfs-9AiiQ
QsH3Y93dzLA,UCupvZG-5ko_eiXAupbDfxWw,chris cuomo announces his wife cristina diagnosed with coronavirus,CNN,News & Politics,none,1327964,16107,0,7540,2020-04-16T03:53:53Z,"latest News,Happening Now,CNN,Chris Cuomo,coronavirus,pandemic,Gov. Andrew Cuomo,Covid-19,New York,diagnosis,Cristina Greeven Cuomo",PT3M29S,hd,False,https://i.ytimg.com/vi/QsH3Y93dzLA/default.jpg,https://www.youtube.com/watch?v=QsH3Y93dzLA
o_UaQaokSOc,UCupvZG-5ko_eiXAupbDfxWw, campaign focus turns to coronavirus,CNN,News & Politics,none,243528,1515,0,1332,2020-03-15T13:08:28Z,"latest News,Happening Now,CNN,John King,Inside Politics,Bernie Sanders,Joe Biden,2020 election,Coronavirus",PT6M12S,hd,True,https://i.ytimg.com/vi/o_UaQaokSOc/default.jpg,https://www.youtube.com/watch?v=o_UaQaokSOc
BTAub1YO4k0,UCupvZG-5ko_eiXAupbDfxWw,state department warns us citizens not to travel abroad due to coronavirus pandemic,CNN,News & Politics,none,210251,1463,0,915,2020-03-20T00:31:35Z,"latest News,Happening Now,CNN,coronavirus,state department,international,travel,abroad",PT5M29S,hd,False,https://i.ytimg.com/vi/BTAub1YO4k0/default.jpg,https://www.youtube.com/watch?v=BTAub1YO4k0
uo43AbYlK2I,UCupvZG-5ko_eiXAupbDfxWw,detroit hit hard by coronavirus pandemic rising to the challenge,CNN,News & Politics,none,134346,1067,0,584,2020-04-24T02:08:17Z,"latest News,Happening Now,CNN,detroit,omar jimenez,coronavirus,covid-19",PT5M13S,hd,False,https://i.ytimg.com/vi/uo43AbYlK2I/default.jpg,https://www.youtube.com/watch?v=uo43AbYlK2I
A_rMCaYkk68,UCupvZG-5ko_eiXAupbDfxWw,us sets alarming new coronavirus record,CNN,News & Politics,none,930730,7929,0,7937,2020-07-02T21:09:41Z,"latest News,Happening Now,CNN,US News,Politics,President Trump,World News",PT10M58S,hd,True,https://i.ytimg.com/vi/A_rMCaYkk68/default.jpg,https://www.youtube.com/watch?v=A_rMCaYkk68
