video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url,published_at_week,published_at_month,published_at_year
sBmQam6kY0Q,UCaXkIU1QidjPwiAYu6GcHjg,racial and wealth disparities laid bare by coronavirus pandemic  msnbc,MSNBC,News & Politics,none,22445,318,0,90,2020-04-24 05:59:48,"Race,National Security,Health,Healthcare,Economy,Best of last night,Global Health,Poverty,Science,Wealth,Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,Racial And Wealth Disparities,Coronavirus Pandemic,Dr. Vin Gupta,racial and wealth,covid-19,us news 2020,us news today,coronavirus outbreak 2020,coronavirus outbreak in usa,covid-19 news,covid-19 updates",161,hd,True,https://i.ytimg.com/vi/sBmQam6kY0Q/default.jpg,https://www.youtube.com/watch?v=sBmQam6kY0Q,2020-04-16,2020-04,2020
-2h2bQYO-0E,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus pandemic cases continue to sweep across us  morning joe  msnbc,MSNBC,News & Politics,none,98499,1114,0,291,2020-07-21 12:59:48,"Politics,Russia,Donald Trump,Congress,Homeland Security,Campaign Finance,Joe Biden,Best of last night,2020 Elections,Decision 2020,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus symptoms,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",526,hd,False,https://i.ytimg.com/vi/-2h2bQYO-0E/default.jpg,https://www.youtube.com/watch?v=-2h2bQYO-0E,2020-07-29,2020-07,2020
wXzrP7dBb1g,UCaXkIU1QidjPwiAYu6GcHjg,the coronavirus pandemic one year later  morning joe  msnbc,MSNBC,News & Politics,none,51237,654,0,419,2021-03-11 12:59:50,"U.S. news,Best of last night,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,quarantine,symptoms,social distancing,virus protection,outbreak,COVID-19,pandemic,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,news,breaking news,current events,US news,politics,politics news,political news,elections,morning joe full,morning joe live,Morning joe today",260,hd,True,https://i.ytimg.com/vi/wXzrP7dBb1g/default.jpg,https://www.youtube.com/watch?v=wXzrP7dBb1g,2021-03-10,2021-03,2021
2gq5FV4rEgQ,UCaXkIU1QidjPwiAYu6GcHjg,dr lipi roy answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,4210,70,0,70,2021-04-11 16:17:13,"The Week with Joshua Johnson,The Week",428,hd,True,https://i.ytimg.com/vi/2gq5FV4rEgQ/default.jpg,https://www.youtube.com/watch?v=2gq5FV4rEgQ,2021-04-14,2021-04,2021
2QIB9E7IoVM,UCaXkIU1QidjPwiAYu6GcHjg,how the coronavirus pandemic could change america forever  the th hour  msnbc,MSNBC,News & Politics,none,59268,526,0,195,2020-04-21 04:41:13,"News,Society,Republicans,National Security,Health,Healthcare,White House,Labor and Workers' Rights,Economy,Brian Williams,Donald Trump,Best of last night,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc",220,hd,True,https://i.ytimg.com/vi/2QIB9E7IoVM/default.jpg,https://www.youtube.com/watch?v=2QIB9E7IoVM,2020-04-16,2020-04,2020
2kEM0XZf4Bo,UCaXkIU1QidjPwiAYu6GcHjg,global hunger crisis intensified by coronavirus pandemic  mtp daily  msnbc,MSNBC,News & Politics,none,23558,253,0,64,2020-12-15 20:39:06,"First Read,Politics,MTP Daily,Best of last night,Coronavirus,MTP Daily with Chuck Todd,Chuck Todd,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Liberal News,news,chuck todd live,msnbc chuck todd,chuck todd msnbc,social distancing,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,global Hunger Crisis,World Food Program",122,hd,True,https://i.ytimg.com/vi/2kEM0XZf4Bo/default.jpg,https://www.youtube.com/watch?v=2kEM0XZf4Bo,2020-12-50,2020-12,2020
pEVJUgPZfBE,UCaXkIU1QidjPwiAYu6GcHjg,world health organization declares coronavirus a pandemic  andrea mitchell  msnbc,MSNBC,News & Politics,none,87285,859,0,375,2020-03-11 17:12:38,"Andrea Mitchell,Coronavirus,Andrea Mitchell Reports,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,andrea mitchell msnbc,andrea mitchell live,news,breaking news,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,cdc,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,covid-19 news,covid-19 updates",172,hd,True,https://i.ytimg.com/vi/pEVJUgPZfBE/default.jpg,https://www.youtube.com/watch?v=pEVJUgPZfBE,2020-03-10,2020-03,2020
E7dIDW6icDw,UCaXkIU1QidjPwiAYu6GcHjg,pfizer confirms high coronavirus vaccine effectiveness  morning joe  msnbc,MSNBC,News & Politics,none,33792,502,0,219,2021-03-11 15:02:48,"Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,news,breaking news,current events,US news,politics,politics news,political news,elections,morning joe full,morning joe live,morning joe today,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,cdc,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Coronavirus Vaccine,Pfizer Chairman,Albert Bourla,Pfizer",231,hd,False,https://i.ytimg.com/vi/E7dIDW6icDw/default.jpg,https://www.youtube.com/watch?v=E7dIDW6icDw,2021-03-10,2021-03,2021
uCQkIdxZykE,UCaXkIU1QidjPwiAYu6GcHjg,six reasons for optimism amid coronavirus pandemic  morning joe  msnbc,MSNBC,News & Politics,none,24965,382,0,78,2020-07-16 14:59:47,"News,Health,Politics,Economy,Best of last night,Coronavirus,Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,breaking news,current events,US news,politics news,political news,elections,morning joe full,morning joe live,morning joe today,coronavirus us,coronavirus news,quarantine,social distancing,coronavirus outbreak,pandemic,coronavirus pandemic,Corona,Joseph Allen,Harvard School,Public Health,Optimism",272,hd,True,https://i.ytimg.com/vi/uCQkIdxZykE/default.jpg,https://www.youtube.com/watch?v=uCQkIdxZykE,2020-07-28,2020-07,2020
3PunhcmRlYc,UCaXkIU1QidjPwiAYu6GcHjg,richmond nursing home at center of virginia coronavirus outbreak  hallie jackson  msnbc,MSNBC,News & Politics,none,39093,342,0,189,2020-04-09 16:29:46,"Hallie Jackson,Coronavirus,MSNBC,NBC News,news coverage,news,breaking news,us news,world news,politics,current events,top stories,pop culture,liberal,hallie jackson msnbc,msnbc live,coronavirus update,coronavirus news,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",202,hd,True,https://i.ytimg.com/vi/3PunhcmRlYc/default.jpg,https://www.youtube.com/watch?v=3PunhcmRlYc,2020-04-14,2020-04,2020
0tSACr4-fW8,UCaXkIU1QidjPwiAYu6GcHjg,wrong choice of words fauci walks back criticism of trump coronavirus response  msnbc,MSNBC,News & Politics,none,593981,3405,0,2625,2020-04-13 23:09:06,"Coronavirus,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,Fauci,Fauci Walks Back,Criticism Of Trump,Coronavirus Response,Dr. Fauci,criticize President Trump,President Trump’s response,shutdown,donald trump,coronavirus us,coronavirus outbreak,virus protection,coronavirus pandemic,anthony fauci,president donald trump,COVID-19,coronavirus latest news,covid-19 updates",227,hd,True,https://i.ytimg.com/vi/0tSACr4-fW8/default.jpg,https://www.youtube.com/watch?v=0tSACr4-fW8,2020-04-15,2020-04,2020
3x5-AbdB-Bk,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus pandemic highlights environmental injustice in trump era  msnbc,MSNBC,News & Politics,none,44348,565,0,110,2020-03-31 02:19:49,"Culture,Flint,Environment,Coronavirus,msnbc,MSNBC,news,breaking news,us news,world news,politics,current events,top stories,pop culture,liberal,MSNBC live,NBC News,business,health,progressive,The Beat with Ari Melber,Ari Melber,ari melber msnbc,msnbc live,ari melber live",424,hd,True,https://i.ytimg.com/vi/3x5-AbdB-Bk/default.jpg,https://www.youtube.com/watch?v=3x5-AbdB-Bk,2020-03-13,2020-03,2020
kNFwBPmynA4,UCaXkIU1QidjPwiAYu6GcHjg,us now has the most coronavirus deaths surpassing italy  msnbc,MSNBC,News & Politics,none,2864934,13184,0,11648,2020-04-11 17:38:20,"Alex Witt,Coronavirus,Weekends with Alex Witt",101,hd,True,https://i.ytimg.com/vi/kNFwBPmynA4/default.jpg,https://www.youtube.com/watch?v=kNFwBPmynA4,2020-04-14,2020-04,2020
Fwg9n01bdro,UCaXkIU1QidjPwiAYu6GcHjg,jon meacham coronavirus has become a partisan pandemic  morning joe  msnbc,MSNBC,News & Politics,none,498899,3686,0,2243,2020-04-03 13:00:49,"News,Health,Donald Trump,Best of last night,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,cdc,center for disease control,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Partisan Pandemic,Jon Meacham",681,hd,True,https://i.ytimg.com/vi/Fwg9n01bdro/default.jpg,https://www.youtube.com/watch?v=Fwg9n01bdro,2020-04-13,2020-04,2020
yLyDCMjdbVQ,UCaXkIU1QidjPwiAYu6GcHjg,dr ashish jha on the coronavirus pandemic the end is not near  craig melvin  msnbc,MSNBC,News & Politics,none,29601,624,0,154,2020-10-19 17:29:53,"Craig Melvin,Coronavirus,MSNBC,NBC News,news,breaking news,us news,world news,politics,current events,top stories,pop culture,business,health,liberal,progressive,craig melvin live,msnbc live,craig melvin msnbc,coronavirus update,coronavirus us,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,covid-19 news,covid-19 updates,covid-19 outbreak,Corona",249,hd,True,https://i.ytimg.com/vi/yLyDCMjdbVQ/default.jpg,https://www.youtube.com/watch?v=yLyDCMjdbVQ,2020-10-42,2020-10,2020
tBbKfmeFk4E,UCaXkIU1QidjPwiAYu6GcHjg,trump campaigns in wisconsin as cdc warns coronavirus outbreak  the th hour  msnbc,MSNBC,News & Politics,none,231468,3278,0,1093,2020-06-26 04:38:43,"News,Republicans,Democrats,Congress,National Security,Health,Healthcare,Politics,White House,Brian Williams,Joe Biden,Donald Trump,Best of last night,Global Health,2020 Elections,Decision 2020,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Trump Campaigns,Campaigns In Wisconsin,CDC,Coronavirus Outbreak,covid-19,COVID-19 outbreak",410,hd,True,https://i.ytimg.com/vi/tBbKfmeFk4E/default.jpg,https://www.youtube.com/watch?v=tBbKfmeFk4E,2020-06-25,2020-06,2020
vnOB7EEmGII,UCaXkIU1QidjPwiAYu6GcHjg,ny gov cuomo on coronavirus why do the poorest pay the highest price  the th hour  msnbc,MSNBC,News & Politics,none,141694,895,0,1015,2020-04-09 05:09:12,"News,Republicans,Democrats,National Security,Health,Healthcare,Economy,Brian Williams,New York,Donald Trump,Best of last night,Global Health,Jobs,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Andrew Cuomo,coronavirus news,coronavirus update,new york governor,Donna Edwards,congresswoman Donna",160,hd,True,https://i.ytimg.com/vi/vnOB7EEmGII/default.jpg,https://www.youtube.com/watch?v=vnOB7EEmGII,2020-04-14,2020-04,2020
YOu3er_zpAo,UCaXkIU1QidjPwiAYu6GcHjg,us shatters daily coronavirus case count as omicron surges,MSNBC,News & Politics,none,26866,337,0,308,2021-12-31 05:00:15,"Lawrence O'Donnell,covid cases,covid,omicron,delta,covid surge,msnbc,us news,news",380,hd,False,https://i.ytimg.com/vi/YOu3er_zpAo/default.jpg,https://www.youtube.com/watch?v=YOu3er_zpAo,2021-12-52,2021-12,2021
tSDrVpLQPTQ,UCaXkIU1QidjPwiAYu6GcHjg,engel its easy to scapegoat foreigners amid coronavirus pandemic  andrea mitchell  msnbc,MSNBC,News & Politics,none,30100,319,0,175,2020-03-18 18:34:02,"Coronavirus,Andrea Mitchell,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",118,hd,True,https://i.ytimg.com/vi/tSDrVpLQPTQ/default.jpg,https://www.youtube.com/watch?v=tSDrVpLQPTQ,2020-03-11,2020-03,2020
5QQBUqzU5II,UCaXkIU1QidjPwiAYu6GcHjg,trump hints at early end to coronavirus restrictions as pandemic accelerates  the th hour  msnbc,MSNBC,News & Politics,none,1348757,9820,0,7161,2020-03-24 05:20:19,"News,Republicans,National Security,Health,Healthcare,White House,Brian Williams,Best of last night,Global Health,Trump Impeachment Inquiry,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,11th hour,11th hour msnbc,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,covid-19 news,covid-19 updates,covid-19 outbreak,Trump",427,hd,True,https://i.ytimg.com/vi/5QQBUqzU5II/default.jpg,https://www.youtube.com/watch?v=5QQBUqzU5II,2020-03-12,2020-03,2020
JrL_nB4dyn0,UCaXkIU1QidjPwiAYu6GcHjg,trump its not racist to call coronavirus the chinese virus  the th hour  msnbc,MSNBC,News & Politics,none,1013844,6037,0,8761,2020-03-19 05:01:24,"Republicans,Race,Asia,National Security,Health,Healthcare,White House,Brian Williams,China,Donald Trump,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,news,The president,Chinese virus,coronavirus pandemic,Ian Bremmer,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,cdc,center for disease control",168,hd,True,https://i.ytimg.com/vi/JrL_nB4dyn0/default.jpg,https://www.youtube.com/watch?v=JrL_nB4dyn0,2020-03-11,2020-03,2020
kjQqRsAd2ig,UCaXkIU1QidjPwiAYu6GcHjg,isolated coronavirus antibodies offer hope for vaccine treatment  rachel maddow  msnbc,MSNBC,News & Politics,none,29797,413,0,66,2020-07-23 06:54:53,"News,Health,Best of last night,Science,Coronavirus,The Rachel Maddow Show,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,cdc,center for disease control,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,Coronavirus Antibodies,antibodies",202,hd,True,https://i.ytimg.com/vi/kjQqRsAd2ig/default.jpg,https://www.youtube.com/watch?v=kjQqRsAd2ig,2020-07-29,2020-07,2020
VZfYsPMn5ow,UCaXkIU1QidjPwiAYu6GcHjg,supreme court postpones oral arguments over coronavirus pandemic  msnbc,MSNBC,News & Politics,none,52505,325,0,196,2020-03-16 15:24:18,"Politics,Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,current events,top stories,pop culture,political news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,center for disease control,safety,symptoms,sickness,virus protection,outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus outbreak,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",248,hd,True,https://i.ytimg.com/vi/VZfYsPMn5ow/default.jpg,https://www.youtube.com/watch?v=VZfYsPMn5ow,2020-03-11,2020-03,2020
LtY1GVfaK9I,UCaXkIU1QidjPwiAYu6GcHjg,viable coronavirus test kits awaiting fda approval  msnbc,MSNBC,News & Politics,none,94918,959,0,457,2020-03-11 20:00:20,"Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,sickness,virus protection,COVID-19,pandemic,outbreak,coronavirus outbreak,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,world news today",236,hd,True,https://i.ytimg.com/vi/LtY1GVfaK9I/default.jpg,https://www.youtube.com/watch?v=LtY1GVfaK9I,2020-03-10,2020-03,2020
Ev7JetAKVTo,UCaXkIU1QidjPwiAYu6GcHjg,trump shifts coronavirus response responsibility to states  the th hour  msnbc,MSNBC,News & Politics,none,58330,643,0,320,2020-03-31 05:14:15,"Republicans,Democrats,Washington,National Security,Health,White House,Brian Williams,New York,Donald Trump,Food,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,news",104,hd,True,https://i.ytimg.com/vi/Ev7JetAKVTo/default.jpg,https://www.youtube.com/watch?v=Ev7JetAKVTo,2020-03-13,2020-03,2020
QwIZdQVJAL4,UCaXkIU1QidjPwiAYu6GcHjg,michael moore trump calling coronavirus hoax is dangerous  the th hour  msnbc,MSNBC,News & Politics,none,541438,8127,0,3816,2020-02-29 06:14:37,"News,Republicans,Democrats,National Security,Health,White House,Economy,Brian Williams,Donald Trump,Best of last night,Global Health,Wall Street,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Brian Williams msnbc,11th hour,11th hour msnbc,Oscar-winning,documentary filmmaker,cdc,center for disease control,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,attacking Democrats",188,hd,True,https://i.ytimg.com/vi/QwIZdQVJAL4/default.jpg,https://www.youtube.com/watch?v=QwIZdQVJAL4,2020-02-08,2020-02,2020
cMcCyGORMcE,UCaXkIU1QidjPwiAYu6GcHjg,how close are scientists to having a coronavirus vaccine  the th hour  msnbc,MSNBC,News & Politics,none,48013,420,0,153,2020-07-01 05:09:45,"News,National Security,Health,Healthcare,Brian Williams,Ebola,Barack Obama,Donald Trump,Best of last night,Global Health,Science,Coronavirus,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,news,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",237,hd,True,https://i.ytimg.com/vi/cMcCyGORMcE/default.jpg,https://www.youtube.com/watch?v=cMcCyGORMcE,2020-07-26,2020-07,2020
vzOLgfU9ypQ,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus enters devastating new phase  morning joe  msnbc,MSNBC,News & Politics,none,783285,4929,0,2706,2020-03-12 11:29:49,"News,Health,White House,Donald Trump,Best of last night,Coronavirus,Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,breaking news,current events,US news,politics,politics news,political news,elections,morning joe full,morning joe today,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,illness,cdc,safety,symptoms,sickness,virus protection,COVID-19,pandemic,outbreak,covid-19 news",282,hd,True,https://i.ytimg.com/vi/vzOLgfU9ypQ/default.jpg,https://www.youtube.com/watch?v=vzOLgfU9ypQ,2020-03-10,2020-03,2020
n9PSwD62b_s,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus outbreak forces vatican to change holy week traditions  msnbc,MSNBC,News & Politics,none,71115,942,0,383,2020-04-05 15:50:18,"Alex Witt,World News,Coronavirus,Weekends with Alex Witt",147,hd,True,https://i.ytimg.com/vi/n9PSwD62b_s/default.jpg,https://www.youtube.com/watch?v=n9PSwD62b_s,2020-04-13,2020-04,2020
qv0WRX_Uuxo,UCaXkIU1QidjPwiAYu6GcHjg,biden coronavirus may alter us voting and democratic convention  the th hour  msnbc,MSNBC,News & Politics,none,29124,248,0,269,2020-04-01 04:41:50,"Brian Williams,Joe Biden,Donald Trump,Global Health,Decision 2020,Coronavirus,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,center for disease control,quarantine,symptoms,social distancing,virus protection,coronavirus outbreak,COVID-19,outbreak,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,bernie sanders",165,hd,True,https://i.ytimg.com/vi/qv0WRX_Uuxo/default.jpg,https://www.youtube.com/watch?v=qv0WRX_Uuxo,2020-04-13,2020-04,2020
Dfa-cQc1X74,UCaXkIU1QidjPwiAYu6GcHjg,trump on coronavirus deaths it is what it is  morning joe  msnbc,MSNBC,News & Politics,none,257444,3194,0,1272,2020-08-04 11:59:55,"News,Health,Economy,Donald Trump,Best of last night,Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,breaking news,US news,politics,politics news,political news,coronavirus,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,COVID-19,pandemic,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,elections,morning joe full,morning joe live,morning joe today",215,hd,True,https://i.ytimg.com/vi/Dfa-cQc1X74/default.jpg,https://www.youtube.com/watch?v=Dfa-cQc1X74,2020-08-31,2020-08,2020
EeRsyWCM5gE,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus is over if you want it  rachel maddow  msnbc,MSNBC,News & Politics,none,725354,6352,0,2670,2020-03-24 06:35:38,"News,Health,Best of last night,Coronavirus,The Rachel Maddow Show",306,hd,True,https://i.ytimg.com/vi/EeRsyWCM5gE/default.jpg,https://www.youtube.com/watch?v=EeRsyWCM5gE,2020-03-12,2020-03,2020
cCYOqx8qho8,UCaXkIU1QidjPwiAYu6GcHjg,dr fauci assures a coronavirus vaccine will be a reality  msnbc,MSNBC,News & Politics,none,34486,482,0,213,2020-07-31 15:29:50,"Congress,Politics,Coronavirus,Coronavirus - Politics,MSNBC,NBC News,nbc,breaking news,us news,world news,current events,top stories,pop culture,political news,msnbc live,Dr. Fauci,Coronavirus Vaccine,Dr. Anthony Fauci,vaccine for HIV,House hearing,covid-19,covid-19 updates,covid-19 news,coronavirus pandemic,covid-19 vaccine,virus protection,coronavirus update,covid-19 outbreak,coronavirus news,coronavirus us,social distancing,fauci interview",170,hd,True,https://i.ytimg.com/vi/cCYOqx8qho8/default.jpg,https://www.youtube.com/watch?v=cCYOqx8qho8,2020-07-30,2020-07,2020
x_ZX24j9jcE,UCaXkIU1QidjPwiAYu6GcHjg,fauci herd immunity not a fundamental strategy to combat coronavirus  andrea mitchell  msnbc,MSNBC,News & Politics,none,268058,3117,0,4017,2020-09-02 17:11:09,"Politics,Andrea Mitchell,Coronavirus,Coronavirus - Politics,Andrea Mitchell Reports,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Liberal News,news,breaking news,coronavirus us,coronavirus news,coronavirus symptoms,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",121,hd,True,https://i.ytimg.com/vi/x_ZX24j9jcE/default.jpg,https://www.youtube.com/watch?v=x_ZX24j9jcE,2020-09-35,2020-09,2020
rtzAgHFHyNw,UCaXkIU1QidjPwiAYu6GcHjg,pence staffer tests positive for coronavirus  craig melvin  msnbc,MSNBC,News & Politics,none,406233,4473,0,3199,2020-05-08 16:29:50,"Politics,White House,Craig Melvin,Mike Pence,Coronavirus - Politics,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,cdc,center for disease control,quarantine,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,pence,mike pence,pence staffer",123,hd,True,https://i.ytimg.com/vi/rtzAgHFHyNw/default.jpg,https://www.youtube.com/watch?v=rtzAgHFHyNw,2020-05-18,2020-05,2020
oG_iTyhVH_A,UCaXkIU1QidjPwiAYu6GcHjg,wapo kushners coronavirus effort botched by unskilled volunteers  the th hour  msnbc,MSNBC,News & Politics,none,154090,1257,0,362,2020-05-06 04:55:08,"Republicans,National Security,Health,Healthcare,White House,Brian Williams,Donald Trump,Best of last night,Global Health,Science,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Ashley Parker,The Washington Post,Jared Kushner's efforts,COVID-19 pandemic,covid-19,covid-19 news,social distancing,virus protection",145,hd,True,https://i.ytimg.com/vi/oG_iTyhVH_A/default.jpg,https://www.youtube.com/watch?v=oG_iTyhVH_A,2020-05-18,2020-05,2020
TySmb2_kZj0,UCaXkIU1QidjPwiAYu6GcHjg,bill gates on how quickly we could see a coronavirus vaccine  msnbc,MSNBC,News & Politics,none,1351350,8280,0,13832,2020-04-24 03:48:23,"News,National Security,Best of last night,Global Health,Coronavirus,msnbc,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,cdc,center for disease control,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Bill Gates,Coronavirus Vaccine",242,hd,True,https://i.ytimg.com/vi/TySmb2_kZj0/default.jpg,https://www.youtube.com/watch?v=TySmb2_kZj0,2020-04-16,2020-04,2020
